"atlas_block","sr_total","sr_Atlas1","sr_Atlas2","sr_diff","sr_diff_z"
"4409168NE",121,1,121,120,2.56312425737684
"4409168SW",71,3,70,67,0.996002650534902
"4409171CE",103,80,88,8,-0.748528949534427
"4409171NW",47,3,45,42,0.256794345420779
"4409171SW",71,1,71,70,1.0847076471486
"4409172CE",108,82,97,15,-0.541550624102473
"4409172NE",73,1,72,71,1.11427597935316
"4409172SE",55,1,54,53,0.582045999670993
"4409172SW",58,1,58,57,0.700319328489253
"4409173CE",121,95,108,13,-0.600687288511602
"4409173CW",43,6,41,35,0.0498160199888251
"4409173NE",7,1,6,5,-0.837233946148122
"4409173NW",59,4,59,55,0.641182664080123
"4409173SE",37,11,33,22,-0.334572298670519
"4409173SW",47,2,46,44,0.315931009829909
"4409174CE",112,34,109,75,1.23254930817142
"4409174CW",105,22,101,79,1.35082263698968
"4409174NE",14,3,12,9,-0.718960617329862
"4409174NW",59,8,59,51,0.522909335261863
"4409174SE",129,5,129,124,2.6813975861951
"4409174SW",106,72,84,12,-0.630255620716167
"4409175CE",131,77,123,46,0.375067674239039
"4409175CW",35,2,33,31,-0.0684573088294345
"4409175NE",90,5,90,85,1.52823263021707
"4409175NW",106,5,106,101,2.00132594549011
"4409175SE",102,12,101,89,1.64650595903533
"4409175SW",58,2,58,56,0.670750996284688
"4409176CE",108,71,103,32,-0.0388889766248696
"4409176CW",50,2,49,47,0.404636006443604
"4409176NW",63,2,63,61,0.818592657307512
"4409176SE",9,2,7,5,-0.837233946148122
"4409177CE",109,74,106,32,-0.0388889766248696
"4409177NE",74,1,74,73,1.17341264376229
"4409177NW",77,5,74,69,1.05513931494403
"4409177SE",3,2,1,-1,-1.01464393937551
"4409177SW",55,1,54,53,0.582045999670993
"4409178CE",97,73,89,16,-0.511982291897908
"4409178CW",3,1,2,1,-0.955507274966381
"4409178NW",122,5,122,117,2.47441926076315
"4409178SE",14,2,13,11,-0.659823952920732
"4409181CE",89,70,82,12,-0.630255620716167
"4409182CE",90,71,77,6,-0.807665613943557
"4409183CE",105,26,103,77,1.29168597258055
"4409183CW",74,3,74,71,1.11427597935316
"4409183NE",110,58,98,40,0.19765768101165
"4409183NW",63,50,35,-15,-1.42860059023942
"4409183SE",42,1,41,40,0.19765768101165
"4409183SW",41,1,40,39,0.168089348807085
"4409184CE",119,59,117,58,0.729887660693818
"4409184CW",41,1,41,40,0.19765768101165
"4409184NE",50,2,49,47,0.404636006443604
"4409184SE",42,6,40,34,0.0202476877842602
"4409184SW",21,3,20,17,-0.482413959693343
"4409185CE",98,65,89,24,-0.275435634261389
"4409185SW",38,37,2,-35,-2.01996723433072
"4409186CE",87,71,66,-5,-1.13291726819377
"4409187CE",131,64,125,61,0.818592657307512
"4409187CW",56,2,55,53,0.582045999670993
"4409187NE",102,3,102,99,1.94218928108098
"4409187SE",59,2,59,57,0.700319328489253
"4409187SW",123,13,122,109,2.23787260312663
"4409188CE",134,79,126,47,0.404636006443604
"4409188NE",59,1,58,57,0.700319328489253
"4409188SE",128,4,127,123,2.65182925399054
"4409241CE",102,80,82,2,-0.925938942761816
"4409241CW",92,25,90,65,0.936865986125772
"4409241NE",98,73,78,5,-0.837233946148122
"4409241NW",119,98,107,9,-0.718960617329862
"4409241SE",101,76,86,10,-0.689392285125297
"4409242CE",93,1,93,92,1.73521095564902
"4409242CW",26,1,25,24,-0.275435634261389
"4409251CE",127,86,122,36,0.07938435219339
"4409251NE",71,5,69,64,0.907297653921207
"4409251SE",102,65,100,35,0.0498160199888251
"4409251SW",75,2,74,72,1.14384431155773
"4409252CE",107,80,93,13,-0.600687288511602
"4409253CE",93,75,84,9,-0.718960617329862
"4409253CW",57,1,57,56,0.670750996284688
"4409261CE",86,70,75,5,-0.837233946148122
"4409261SE",51,1,51,50,0.493341003057298
"4409262CE",77,64,69,5,-0.837233946148122
"4409262SE",44,1,43,42,0.256794345420779
"4409263CE",79,65,72,7,-0.778097281738992
"4409264CE",75,60,67,7,-0.778097281738992
"4409264NW",4,2,2,0,-0.985075607170946
"4409265CE",86,62,84,22,-0.334572298670519
"4409266CE",83,65,78,13,-0.600687288511602
"4409271CE",88,63,85,22,-0.334572298670519
"4409272CE",91,70,80,10,-0.689392285125297
"4409272NW",84,1,84,83,1.46909596580794
"4409273CE",98,88,85,-3,-1.07378060378464
"4409273NE",55,2,53,51,0.522909335261863
"4409273NW",36,1,36,35,0.0498160199888251
"4409274CE",86,66,77,11,-0.659823952920732
"4409274NE",66,64,17,-47,-2.3747872207855
"4409275CE",104,97,83,-14,-1.39903225803485
"4409275NW",40,1,40,39,0.168089348807085
"4409276CE",90,75,78,3,-0.896370610557251
"4409276CW",59,1,58,57,0.700319328489253
"4409276SW",44,1,43,42,0.256794345420779
"4409277SE",126,126,12,-114,-4.35586547849134
"4409281CE",89,64,85,21,-0.364140630875083
"4409281CW",66,4,62,58,0.729887660693818
"4409282CE",94,68,85,17,-0.482413959693343
"4409283CE",87,60,85,25,-0.245867302056824
"4409284CE",78,55,71,16,-0.511982291897908
"4409284SE",40,1,39,38,0.13852101660252
"4409285CE",88,74,76,2,-0.925938942761816
"4409285CW",60,3,60,57,0.700319328489253
"4409285NW",107,5,107,102,2.03089427769467
"4409286CE",93,69,88,19,-0.423277295284213
"4409286NW",45,1,44,43,0.286362677625344
"4409286SE",50,3,49,46,0.375067674239039
"4508628NW",120,94,98,4,-0.866802278352687
"4508638CE",3,1,3,2,-0.925938942761816
"4508638CW",107,27,104,77,1.29168597258055
"4508638NE",143,4,143,139,3.12492256926357
"4508638NW",160,14,160,146,3.33190089469553
"4508638SE",10,3,9,6,-0.807665613943557
"4508638SW",128,78,118,40,0.19765768101165
"4508647CE",16,10,8,-2,-1.04421227158008
"4508647CW",58,19,55,36,0.07938435219339
"4508647SE",37,18,31,13,-0.600687288511602
"4508647SW",165,47,164,117,2.47441926076315
"4508648SE",118,12,116,104,2.0900309421038
"4508648SW",73,2,72,70,1.0847076471486
"4508711CW",138,80,134,54,0.611614331875558
"4508711NE",83,34,81,47,0.404636006443604
"4508711NW",134,37,134,97,1.88305261667185
"4508712CE",132,76,127,51,0.522909335261863
"4508712CW",81,2,80,78,1.32125430478512
"4508712NE",70,1,70,69,1.05513931494403
"4508712NW",83,5,81,76,1.26211764037599
"4508712SE",130,102,108,6,-0.807665613943557
"4508712SW",117,50,113,63,0.877729321716642
"4508713CE",126,74,110,36,0.07938435219339
"4508713SE",49,1,48,47,0.404636006443604
"4508715CW",128,2,128,126,2.74053425060423
"4508715NW",99,1,99,98,1.91262094887641
"4508716CE",109,81,94,13,-0.600687288511602
"4508716SW",58,1,57,56,0.670750996284688
"4508717CE",124,80,116,36,0.07938435219339
"4508717NE",47,6,44,38,0.13852101660252
"4508718CE",98,51,95,44,0.315931009829909
"4508721CE",47,1,46,45,0.345499342034474
"4508721CW",113,9,113,104,2.0900309421038
"4508721NE",148,100,139,39,0.168089348807085
"4508721NW",90,1,90,89,1.64650595903533
"4508721SE",53,2,52,50,0.493341003057298
"4508721SW",89,7,87,80,1.38039096919425
"4508722CE",90,4,90,86,1.55780096242163
"4508722SE",121,66,114,48,0.434204338648169
"4508722SW",158,92,150,58,0.729887660693818
"4508723CW",105,3,105,102,2.03089427769467
"4508723SE",21,1,21,20,-0.393708963079648
"4508727CE",117,69,112,43,0.286362677625344
"4508727NW",99,1,98,97,1.88305261667185
"4508728CE",102,63,94,31,-0.0684573088294345
"4508731CE",29,1,29,28,-0.157162305443129
"4508731SE",123,16,121,105,2.11959927430837
"4508731SW",59,12,54,42,0.256794345420779
"4508737CE",105,65,99,34,0.0202476877842602
"4508737CW",5,1,4,3,-0.896370610557251
"4508737SE",83,80,35,-45,-2.31565055637637
"4508738CE",107,85,86,1,-0.955507274966381
"4508747NW",92,46,86,40,0.19765768101165
"4508748CE",106,85,83,-2,-1.04421227158008
"4508748NE",72,63,48,-15,-1.42860059023942
"4508748SW",19,1,18,17,-0.482413959693343
"4508757CW",98,66,90,24,-0.275435634261389
"4508757SW",67,35,60,25,-0.245867302056824
"4508758CE",101,56,97,41,0.227226013216214
"4508758CW",14,2,12,10,-0.689392285125297
"4508758NW",91,72,81,9,-0.718960617329862
"4508767CE",80,23,78,55,0.641182664080123
"4508767SW",50,24,39,15,-0.541550624102473
"4508768CE",102,84,85,1,-0.955507274966381
"4508768CW",51,1,50,49,0.463772670852734
"4508768NE",99,58,90,32,-0.0388889766248696
"4508768SE",98,29,98,69,1.05513931494403
"4508768SW",72,51,61,10,-0.689392285125297
"4508811CE",103,57,98,41,0.227226013216214
"4508811CW",2,1,1,0,-0.985075607170946
"4508812CE",115,52,113,61,0.818592657307512
"4508812NW",52,18,45,27,-0.186730637647694
"4508813CE",113,71,105,34,0.0202476877842602
"4508813NW",55,21,47,26,-0.216298969852259
"4508814CE",106,94,91,-3,-1.07378060378464
"4508814NE",28,22,11,-11,-1.31032726142116
"4508815CE",105,85,81,-4,-1.10334893598921
"4508815CW",2,1,1,0,-0.985075607170946
"4508815NE",22,4,18,14,-0.571118956307038
"4508815NW",32,2,31,29,-0.127593973238564
"4508815SE",13,1,13,12,-0.630255620716167
"4508816CE",96,74,86,12,-0.630255620716167
"4508816CW",3,1,2,1,-0.955507274966381
"4508817CE",98,81,79,-2,-1.04421227158008
"4508818CE",96,70,88,18,-0.452845627488778
"4508818CW",16,1,15,14,-0.571118956307038
"4508818NW",47,1,46,45,0.345499342034474
"4508821CE",99,74,91,17,-0.482413959693343
"4508821NW",2,1,2,1,-0.955507274966381
"4508822CE",100,79,78,-1,-1.01464393937551
"4508822NE",39,1,38,37,0.108952684397955
"4508822SE",35,1,34,33,-0.0093206444203047
"4508822SW",18,17,1,-16,-1.45816892244398
"4508823CE",89,63,80,17,-0.482413959693343
"4508823CW",46,34,33,-1,-1.01464393937551
"4508823NW",63,14,60,46,0.375067674239039
"4508823SE",59,51,39,-12,-1.33989559362572
"4508823SW",38,37,9,-28,-1.81298890889876
"4508824CE",102,79,88,9,-0.718960617329862
"4508824CW",111,19,110,91,1.70564262344446
"4508824NE",56,44,25,-19,-1.54687391905768
"4508824NW",75,19,73,54,0.611614331875558
"4508824SE",64,18,60,42,0.256794345420779
"4508824SW",48,14,38,24,-0.275435634261389
"4508825CE",107,100,82,-18,-1.51730558685311
"4508825CW",67,1,67,66,0.966434318330337
"4508825NE",52,10,51,41,0.227226013216214
"4508825NW",129,110,104,-6,-1.16248560039834
"4508825SE",42,29,34,5,-0.837233946148122
"4508825SW",42,21,31,10,-0.689392285125297
"4508826CE",105,82,82,0,-0.985075607170946
"4508826CW",97,79,50,-29,-1.84255724110333
"4508826NE",49,15,48,33,-0.0093206444203047
"4508826NW",52,25,42,17,-0.482413959693343
"4508826SE",71,1,70,69,1.05513931494403
"4508827CE",106,89,86,-3,-1.07378060378464
"4508827SE",70,16,65,49,0.463772670852734
"4508828CE",122,89,108,19,-0.423277295284213
"4508828CW",45,3,44,41,0.227226013216214
"4508828NW",3,1,2,1,-0.955507274966381
"4508828SE",54,34,39,5,-0.837233946148122
"4508828SW",56,37,35,-2,-1.04421227158008
"4508831CE",114,77,105,28,-0.157162305443129
"4508832CE",97,78,85,7,-0.778097281738992
"4508833CE",103,83,89,6,-0.807665613943557
"4508833CW",60,31,54,23,-0.305003966465954
"4508833NW",46,21,43,22,-0.334572298670519
"4508833SE",23,6,18,12,-0.630255620716167
"4508833SW",47,31,38,7,-0.778097281738992
"4508834CE",103,79,90,11,-0.659823952920732
"4508834CW",52,45,26,-19,-1.54687391905768
"4508834NE",24,2,23,21,-0.364140630875083
"4508834NW",55,1,55,54,0.611614331875558
"4508834SW",42,26,32,6,-0.807665613943557
"4508835CE",107,90,98,8,-0.748528949534427
"4508835CW",70,28,64,36,0.07938435219339
"4508835NW",98,18,97,79,1.35082263698968
"4508835SE",63,16,60,44,0.315931009829909
"4508835SW",72,14,72,58,0.729887660693818
"4508836CE",124,95,91,-4,-1.10334893598921
"4508836CW",71,25,64,39,0.168089348807085
"4508836NE",47,20,47,27,-0.186730637647694
"4508836NW",48,11,47,36,0.07938435219339
"4508836SE",50,12,42,30,-0.0980256410339994
"4508837CE",84,60,61,1,-0.955507274966381
"4508837CW",96,90,40,-50,-2.46349221739919
"4508837SE",30,6,25,19,-0.423277295284213
"4508837SW",53,1,52,51,0.522909335261863
"4508838CE",96,76,82,6,-0.807665613943557
"4508838NW",56,1,55,54,0.611614331875558
"4508841CE",95,82,71,-11,-1.31032726142116
"4508841CW",46,2,44,42,0.256794345420779
"4508842CE",98,75,86,11,-0.659823952920732
"4508843CE",87,78,73,-5,-1.13291726819377
"4508843NE",43,1,42,41,0.227226013216214
"4508843NW",53,41,28,-13,-1.36946392583029
"4508844CE",96,79,86,7,-0.778097281738992
"4508844CW",81,73,45,-28,-1.81298890889876
"4508844NW",51,42,31,-11,-1.31032726142116
"4508844SW",78,27,73,46,0.375067674239039
"4508845CE",108,70,104,34,0.0202476877842602
"4508845CW",30,9,29,20,-0.393708963079648
"4508845NE",40,13,40,27,-0.186730637647694
"4508845SW",60,21,55,34,0.0202476877842602
"4508846CE",104,74,96,22,-0.334572298670519
"4508846CW",83,23,80,57,0.700319328489253
"4508846NE",66,39,56,17,-0.482413959693343
"4508846NW",26,17,17,0,-0.985075607170946
"4508846SE",44,24,37,13,-0.600687288511602
"4508846SW",90,29,88,59,0.759455992898383
"4508847CE",105,87,88,1,-0.955507274966381
"4508847NE",66,25,61,36,0.07938435219339
"4508847SE",75,7,75,68,1.02557098273947
"4508847SW",82,1,82,81,1.40995930139881
"4508848CE",88,77,74,-3,-1.07378060378464
"4508851CE",123,90,113,23,-0.305003966465954
"4508851NW",73,1,73,72,1.14384431155773
"4508851SE",60,27,57,30,-0.0980256410339994
"4508851SW",79,63,67,4,-0.866802278352687
"4508852CE",108,82,95,13,-0.600687288511602
"4508852SE",76,64,62,-2,-1.04421227158008
"4508852SW",59,34,55,21,-0.364140630875083
"4508853CE",97,68,90,22,-0.334572298670519
"4508853NE",2,1,1,0,-0.985075607170946
"4508853SE",58,28,55,27,-0.186730637647694
"4508853SW",88,75,75,0,-0.985075607170946
"4508854CE",82,44,80,36,0.07938435219339
"4508854CW",66,61,32,-29,-1.84255724110333
"4508854NW",42,29,33,4,-0.866802278352687
"4508854SE",83,68,63,-5,-1.13291726819377
"4508854SW",63,39,58,19,-0.423277295284213
"4508855CE",78,52,69,17,-0.482413959693343
"4508855CW",22,16,10,-6,-1.16248560039834
"4508855NE",36,21,31,10,-0.689392285125297
"4508855NW",65,58,43,-15,-1.42860059023942
"4508855SE",46,45,15,-30,-1.87212557330789
"4508855SW",69,52,46,-6,-1.16248560039834
"4508856CE",102,66,92,26,-0.216298969852259
"4508856NE",68,11,64,53,0.582045999670993
"4508856NW",37,10,37,27,-0.186730637647694
"4508856SE",3,1,3,2,-0.925938942761816
"4508856SW",54,25,44,19,-0.423277295284213
"4508857CE",86,59,78,19,-0.423277295284213
"4508857CW",64,29,57,28,-0.157162305443129
"4508857SE",22,1,22,21,-0.364140630875083
"4508857SW",65,1,65,64,0.907297653921207
"4508858CE",117,77,107,30,-0.0980256410339994
"4508858NE",5,2,3,1,-0.955507274966381
"4508858SW",41,5,36,31,-0.0684573088294345
"4508861CE",97,85,77,-8,-1.22162226480747
"4508861NE",52,1,51,50,0.493341003057298
"4508861NW",152,84,148,64,0.907297653921207
"4508861SE",33,2,32,30,-0.0980256410339994
"4508862CE",106,83,89,6,-0.807665613943557
"4508862CW",50,7,49,42,0.256794345420779
"4508862SE",64,2,64,62,0.848160989512077
"4508862SW",34,1,33,32,-0.0388889766248696
"4508863CE",108,95,93,-2,-1.04421227158008
"4508863CW",59,24,52,28,-0.157162305443129
"4508863NE",45,1,44,43,0.286362677625344
"4508863SE",91,60,82,22,-0.334572298670519
"4508863SW",64,13,63,50,0.493341003057298
"4508864CE",98,82,86,4,-0.866802278352687
"4508864CW",63,8,59,51,0.522909335261863
"4508865CE",102,81,87,6,-0.807665613943557
"4508865CW",51,35,32,-3,-1.07378060378464
"4508865NE",23,14,16,2,-0.925938942761816
"4508865NW",36,28,20,-8,-1.22162226480747
"4508865SE",44,1,43,42,0.256794345420779
"4508865SW",35,15,29,14,-0.571118956307038
"4508866CE",97,76,77,1,-0.955507274966381
"4508866NE",44,17,42,25,-0.245867302056824
"4508866SW",52,5,50,45,0.345499342034474
"4508867CE",86,54,77,23,-0.305003966465954
"4508867NE",29,13,27,14,-0.571118956307038
"4508867SW",30,10,23,13,-0.600687288511602
"4508868CE",99,84,80,-4,-1.10334893598921
"4508868CW",77,50,62,12,-0.630255620716167
"4508868NE",48,23,39,16,-0.511982291897908
"4508868NW",37,22,29,7,-0.778097281738992
"4508868SE",80,39,72,33,-0.0093206444203047
"4508868SW",74,12,71,59,0.759455992898383
"4508871NW",71,3,70,67,0.996002650534902
"4508871SW",114,2,114,112,2.32657759974032
"4508872CE",110,83,102,19,-0.423277295284213
"4508872NE",91,3,90,87,1.5873692946262
"4508872NW",87,65,74,9,-0.718960617329862
"4508873CE",93,55,91,36,0.07938435219339
"4508873CW",69,58,39,-19,-1.54687391905768
"4508873NW",73,1,73,72,1.14384431155773
"4508873SE",64,27,52,25,-0.245867302056824
"4508873SW",56,23,53,30,-0.0980256410339994
"4508874CE",96,46,91,45,0.345499342034474
"4508874SW",72,14,71,57,0.700319328489253
"4508875CE",85,58,73,15,-0.541550624102473
"4508875CW",50,29,45,16,-0.511982291897908
"4508875NE",57,16,57,41,0.227226013216214
"4508875NW",62,55,42,-13,-1.36946392583029
"4508875SE",67,57,51,-6,-1.16248560039834
"4508875SW",72,67,45,-22,-1.63557891567137
"4508876CE",97,71,89,18,-0.452845627488778
"4508876CW",56,50,22,-28,-1.81298890889876
"4508876NE",92,71,73,2,-0.925938942761816
"4508876NW",66,27,63,36,0.07938435219339
"4508876SE",35,21,25,4,-0.866802278352687
"4508876SW",40,29,34,5,-0.837233946148122
"4508877CE",90,69,79,10,-0.689392285125297
"4508877CW",40,22,27,5,-0.837233946148122
"4508877NE",56,20,51,31,-0.0684573088294345
"4508877NW",51,16,50,34,0.0202476877842602
"4508877SE",39,37,9,-28,-1.81298890889876
"4508877SW",36,22,24,2,-0.925938942761816
"4508878CE",94,66,90,24,-0.275435634261389
"4508878CW",74,23,71,48,0.434204338648169
"4508878NE",46,41,12,-29,-1.84255724110333
"4508878NW",36,15,31,16,-0.511982291897908
"4508878SE",33,21,21,0,-0.985075607170946
"4508878SW",69,43,61,18,-0.452845627488778
"4508881SW",91,62,81,19,-0.423277295284213
"4508882CE",99,73,92,19,-0.423277295284213
"4508882CW",76,34,70,36,0.07938435219339
"4508882SE",66,30,62,32,-0.0388889766248696
"4508882SW",63,16,63,47,0.404636006443604
"4508883CE",134,112,112,0,-0.985075607170946
"4508883CW",79,1,79,78,1.32125430478512
"4508883SE",50,9,49,40,0.19765768101165
"4508883SW",40,1,40,39,0.168089348807085
"4508884CE",106,81,93,12,-0.630255620716167
"4508884CW",65,55,40,-15,-1.42860059023942
"4508884NE",67,47,51,4,-0.866802278352687
"4508884NW",44,36,33,-3,-1.07378060378464
"4508884SE",46,18,42,24,-0.275435634261389
"4508884SW",64,18,62,44,0.315931009829909
"4508885CE",87,60,80,20,-0.393708963079648
"4508885CW",59,17,57,40,0.19765768101165
"4508885NE",72,59,39,-20,-1.57644225126224
"4508885NW",43,34,25,-9,-1.25119059701203
"4508885SE",102,65,87,22,-0.334572298670519
"4508885SW",59,43,39,-4,-1.10334893598921
"4508886CE",95,57,83,26,-0.216298969852259
"4508886CW",61,37,48,11,-0.659823952920732
"4508886NE",43,20,37,17,-0.482413959693343
"4508886NW",62,47,48,1,-0.955507274966381
"4508886SE",51,21,46,25,-0.245867302056824
"4508886SW",59,58,11,-47,-2.3747872207855
"4508887CE",88,78,70,-8,-1.22162226480747
"4508887CW",75,26,74,48,0.434204338648169
"4508887NE",70,26,68,42,0.256794345420779
"4508887NW",63,44,39,-5,-1.13291726819377
"4508887SE",38,33,24,-9,-1.25119059701203
"4508887SW",14,8,9,1,-0.955507274966381
"4508888CE",100,86,79,-7,-1.1920539326029
"4508888CW",61,22,55,33,-0.0093206444203047
"4508888NE",52,31,42,11,-0.659823952920732
"4508888NW",34,20,22,2,-0.925938942761816
"4508888SE",32,10,31,21,-0.364140630875083
"4508888SW",50,32,37,5,-0.837233946148122
"4508911CE",110,92,92,0,-0.985075607170946
"4508911CW",21,1,20,19,-0.423277295284213
"4508911NE",47,34,21,-13,-1.36946392583029
"4508911NW",47,4,43,39,0.168089348807085
"4508911SW",47,1,46,45,0.345499342034474
"4508912CE",106,92,83,-9,-1.25119059701203
"4508912NW",39,1,38,37,0.108952684397955
"4508912SE",9,1,8,7,-0.778097281738992
"4508913CE",113,102,93,-9,-1.25119059701203
"4508913SW",68,2,66,64,0.907297653921207
"4508914CE",106,98,86,-12,-1.33989559362572
"4508915CE",104,78,99,21,-0.364140630875083
"4508916CE",106,69,99,30,-0.0980256410339994
"4508917CE",96,77,82,5,-0.837233946148122
"4508918CE",98,85,83,-2,-1.04421227158008
"4508921CE",85,69,74,5,-0.837233946148122
"4508921SE",33,1,32,31,-0.0684573088294345
"4508922CE",88,67,75,8,-0.748528949534427
"4508922SE",41,8,38,30,-0.0980256410339994
"4508923CE",123,90,104,14,-0.571118956307038
"4508923NE",64,26,46,20,-0.393708963079648
"4508924CE",90,71,80,9,-0.718960617329862
"4508924NW",23,2,21,19,-0.423277295284213
"4508924SE",78,11,71,60,0.789024325102947
"4508924SW",12,1,11,10,-0.689392285125297
"4508925CE",109,70,107,37,0.108952684397955
"4508926CE",102,71,94,23,-0.305003966465954
"4508926CW",50,4,49,45,0.345499342034474
"4508926NW",60,54,24,-30,-1.87212557330789
"4508927CE",100,83,85,2,-0.925938942761816
"4508927NE",43,2,41,39,0.168089348807085
"4508928CE",93,76,75,-1,-1.01464393937551
"4508928CW",25,1,24,23,-0.305003966465954
"4508931CE",95,85,70,-15,-1.42860059023942
"4508932CE",106,86,88,2,-0.925938942761816
"4508932SE",4,1,3,2,-0.925938942761816
"4508933CE",96,75,87,12,-0.630255620716167
"4508933NW",35,2,34,32,-0.0388889766248696
"4508934CE",104,88,93,5,-0.837233946148122
"4508935CE",107,80,99,19,-0.423277295284213
"4508936CE",115,84,108,24,-0.275435634261389
"4508936CW",2,1,1,0,-0.985075607170946
"4508937CE",99,77,87,10,-0.689392285125297
"4508938CE",94,71,86,15,-0.541550624102473
"4508941CE",111,95,91,-4,-1.10334893598921
"4508941CW",44,1,44,43,0.286362677625344
"4508941SW",17,2,15,13,-0.600687288511602
"4508942CE",115,89,98,9,-0.718960617329862
"4508942SW",29,24,6,-18,-1.51730558685311
"4508943CE",106,89,83,-6,-1.16248560039834
"4508943SE",41,1,41,40,0.19765768101165
"4508944CE",103,83,88,5,-0.837233946148122
"4508944SE",37,1,37,36,0.07938435219339
"4508945CE",92,65,86,21,-0.364140630875083
"4508945CW",78,3,77,74,1.20298097596686
"4508945NE",69,12,66,54,0.611614331875558
"4508945NW",67,5,66,61,0.818592657307512
"4508945SW",25,1,24,23,-0.305003966465954
"4508946CE",114,85,99,14,-0.571118956307038
"4508946NE",68,60,40,-20,-1.57644225126224
"4508946SE",72,33,68,35,0.0498160199888251
"4508946SW",9,1,9,8,-0.748528949534427
"4508947CE",119,88,108,20,-0.393708963079648
"4508947CW",36,1,35,34,0.0202476877842602
"4508948CE",111,80,101,21,-0.364140630875083
"4508948SE",58,55,30,-25,-1.72428391228507
"4508951CE",108,93,93,0,-0.985075607170946
"4508952CE",103,86,86,0,-0.985075607170946
"4508952SW",59,1,59,58,0.729887660693818
"4508953CE",105,85,81,-4,-1.10334893598921
"4508953SW",34,1,33,32,-0.0388889766248696
"4508954CE",110,89,93,4,-0.866802278352687
"4508954CW",63,1,62,61,0.818592657307512
"4508954NE",91,51,82,31,-0.0684573088294345
"4508955CE",100,81,89,8,-0.748528949534427
"4508955CW",62,47,39,-8,-1.22162226480747
"4508955NE",52,8,48,40,0.19765768101165
"4508955SE",98,83,73,-10,-1.2807589292166
"4508955SW",87,74,58,-16,-1.45816892244398
"4508956CE",103,87,82,-5,-1.13291726819377
"4508956CW",79,44,72,28,-0.157162305443129
"4508956NE",77,64,53,-11,-1.31032726142116
"4508956SE",93,93,1,-92,-3.70536216999092
"4508956SW",34,2,33,31,-0.0684573088294345
"4508957CE",113,105,87,-18,-1.51730558685311
"4508957SE",23,9,21,12,-0.630255620716167
"4508958CE",105,91,81,-10,-1.2807589292166
"4508958CW",6,2,4,2,-0.925938942761816
"4508961CE",109,95,79,-16,-1.45816892244398
"4508961CW",27,1,26,25,-0.245867302056824
"4508961NE",42,23,28,5,-0.837233946148122
"4508961SE",56,20,52,32,-0.0388889766248696
"4508962CE",114,98,88,-10,-1.2807589292166
"4508962NE",80,8,79,71,1.11427597935316
"4508962SE",71,38,58,20,-0.393708963079648
"4508963CE",115,96,92,-4,-1.10334893598921
"4508963CW",41,2,39,37,0.108952684397955
"4508963SW",76,1,76,75,1.23254930817142
"4508964CE",120,99,99,0,-0.985075607170946
"4508964SE",104,5,104,99,1.94218928108098
"4508964SW",66,3,66,63,0.877729321716642
"4508965CE",112,92,97,5,-0.837233946148122
"4508965CW",83,1,83,82,1.43952763360337
"4508965NW",70,1,70,69,1.05513931494403
"4508965SW",43,4,39,35,0.0498160199888251
"4508966CE",119,85,103,18,-0.452845627488778
"4508966CW",75,32,65,33,-0.0093206444203047
"4508966NW",16,14,4,-10,-1.2807589292166
"4508966SW",58,16,51,35,0.0498160199888251
"4508967CE",110,101,85,-16,-1.45816892244398
"4508967CW",49,4,46,42,0.256794345420779
"4508967NW",61,7,61,54,0.611614331875558
"4508967SE",52,14,45,31,-0.0684573088294345
"4508968CE",103,89,89,0,-0.985075607170946
"4508968CW",46,7,41,34,0.0202476877842602
"4508968NE",24,4,20,16,-0.511982291897908
"4508968NW",40,1,39,38,0.13852101660252
"4508968SE",26,2,25,23,-0.305003966465954
"4508971CE",107,91,94,3,-0.896370610557251
"4508971CW",38,2,37,35,0.0498160199888251
"4508971NE",27,21,9,-12,-1.33989559362572
"4508971NW",48,14,46,32,-0.0388889766248696
"4508971SE",95,53,91,38,0.13852101660252
"4508971SW",47,23,36,13,-0.600687288511602
"4508972CE",112,90,101,11,-0.659823952920732
"4508972CW",136,107,115,8,-0.748528949534427
"4508972NE",119,106,77,-29,-1.84255724110333
"4508972SE",54,10,51,41,0.227226013216214
"4508973CE",112,99,92,-7,-1.1920539326029
"4508973NW",61,1,61,60,0.789024325102947
"4508974CE",109,95,85,-10,-1.2807589292166
"4508974NE",42,1,42,41,0.227226013216214
"4508974SW",50,1,50,49,0.463772670852734
"4508975CE",100,81,90,9,-0.718960617329862
"4508975CW",51,2,51,49,0.463772670852734
"4508975NE",23,2,22,20,-0.393708963079648
"4508975NW",52,28,44,16,-0.511982291897908
"4508975SW",61,1,61,60,0.789024325102947
"4508976CE",108,82,97,15,-0.541550624102473
"4508976CW",56,1,55,54,0.611614331875558
"4508976NE",84,27,80,53,0.582045999670993
"4508976NW",74,6,72,66,0.966434318330337
"4508976SE",44,4,41,37,0.108952684397955
"4508977CE",114,99,99,0,-0.985075607170946
"4508977CW",47,27,35,8,-0.748528949534427
"4508977NE",3,2,1,-1,-1.01464393937551
"4508978CE",103,91,79,-12,-1.33989559362572
"4508978CW",2,1,1,0,-0.985075607170946
"4508978NE",22,1,22,21,-0.364140630875083
"4508978NW",35,1,34,33,-0.0093206444203047
"4508978SW",61,29,52,23,-0.305003966465954
"4508981CE",105,100,74,-26,-1.75385224448963
"4508981CW",64,46,48,2,-0.925938942761816
"4508981NE",31,3,28,25,-0.245867302056824
