atlas_block,checklists_Atlas2,checklists_Atlas1,checklists_total,mins_Atlas2,mins_Atlas1,mins_total,mins_diff,mins_diff_z,sr_total,sr_Atlas1,sr_Atlas2,sr_diff,sr_diff_z
4509223CE,39,8,47,1269,1965,3234,-696,-0.4299893533311966,110,79,101,22,-0.3345722986705185
4509223CW,14,17,31,531,0,531,531,0.03012424538464491,113,102,91,-11,-1.3103272614211599
4509223NW,5,1,6,12,0,12,12,-0.16449593206728802,31,1,30,29,-0.12759397323856425
4509223SW,5,1,6,121,0,121,121,-0.12362194489530212,24,1,24,23,-0.3050039664659536
4509224CE,33,7,40,1639,780,2419,859,0.15312119760860254,102,77,89,12,-0.6302556207161674
4509224CW,65,5,70,2704,0,2704,2704,0.8449790538683642,129,7,128,121,2.5926925895814055
4509224NW,22,1,23,227,0,227,227,-0.08387292984731581,66,1,65,64,0.9072976539212069
4509224SE,10,1,11,143,0,143,143,-0.11537214931930495,52,1,51,50,0.49334100305729844
4509225CE,89,11,100,2708,765,3473,1943,0.5596111250804624,117,67,105,38,0.13852101660251975
4509225CW,6,2,8,110,0,110,110,-0.1277468426833007,63,3,60,57,0.7003193284892527
4509225NW,3,1,4,0,0,0,0,-0.1689958205632865,5,1,4,3,-0.8963706105572514
4509226CE,36,23,59,3028,3744,6772,-716,-0.437489167491194,120,92,107,15,-0.5415506241024727
4509226CW,13,4,17,574,0,574,574,0.046248845828639355,65,5,63,58,0.7298876606938176
4509226NE,10,4,14,77,0,77,77,-0.14012153604729644,45,2,45,43,0.28636267762534423
4509226NW,86,3,89,4909,0,4909,4909,1.6718335650080791,127,12,127,115,2.4152825963540163
4509226SE,7,1,8,63,0,63,63,-0.14537140595929463,42,1,41,40,0.19765768101164954
4509226SW,19,2,21,246,0,246,246,-0.07674810639531826,74,2,72,70,1.0847076471485964
4509227CE,18,14,32,404,990,1394,-586,-0.38874037545121076,87,56,71,15,-0.5415506241024727
4509231CE,29,7,36,1510,1626,3136,-116,-0.21249474269127153,101,73,99,26,-0.21629896985225894
4509231NW,6,1,7,50,0,50,50,-0.15024628516329294,50,1,50,49,0.46377267085273355
4509232CE,48,7,55,1340,1050,2390,290,-0.06024851524332395,99,68,95,27,-0.18673063764769404
4509233CE,83,7,90,1441,600,2041,841,0.14637136486460486,106,71,103,32,-0.03888897662486959
4509233CW,21,3,24,1052,0,1052,1052,0.22549440425257758,92,3,92,89,1.6465059590353293
4509233SW,8,2,10,332,0,332,332,-0.04449890550732938,80,2,80,78,1.3212543047851153
4509234CE,60,5,65,2256,840,3096,1416,0.36199102196453053,102,66,95,29,-0.12759397323856425
4509234NE,42,1,43,125,0,125,125,-0.12212198206330263,68,1,68,67,0.9960026505349016
4509235CE,117,5,122,2739,660,3399,2079,0.6106098613684449,124,77,120,43,0.28636267762534423
4509236CE,65,8,73,2436,834,3270,1602,0.4317392936525065,105,85,90,5,-0.8372339461481216
4509236NE,41,4,45,286,0,286,286,-0.06174847807532343,80,5,79,74,1.2029809759668557
4509236SW,7,1,8,85,0,85,85,-0.13712161038329745,50,1,49,48,0.43420433864816865
4509237SE,8,4,12,936,0,936,936,0.18199548212459257,40,2,39,37,0.10895268439795486
4509241CE,30,9,39,1328,2391,3719,-1063,-0.5676109431671491,101,79,93,14,-0.5711189563070376
4509241SE,26,2,28,210,0,210,210,-0.09024777188331361,53,2,51,49,0.46377267085273355
4509242CE,55,8,63,1508,1290,2798,218,-0.08724784621931465,101,75,95,20,-0.39370896307964826
4509242CW,6,1,7,50,0,50,50,-0.15024628516329294,55,1,54,53,0.5820459996709931
4509242SW,21,3,24,1087,0,1087,1087,0.23861907903257307,97,1,97,96,1.8534842844672834
4509243CE,98,20,118,1964,1740,3704,224,-0.08499790197131542,112,81,103,22,-0.3345722986705185
4509243CW,13,4,17,298,0,298,298,-0.057248589579324986,58,4,56,52,0.5524776674664282
4509243NE,39,2,41,421,0,421,421,-0.011124732495340876,85,3,84,81,1.40995930139881
4509243NW,3,1,4,10,0,10,10,-0.16524591348328777,9,1,8,7,-0.7780972817389918
4509243SW,16,5,21,150,0,150,150,-0.11274721436330586,45,4,43,39,0.16808934880708465
4509244CE,85,10,95,2685,1530,4215,1155,0.26411844717656424,122,77,110,33,-0.009320644420304698
4509244NW,77,1,78,1737,0,1737,1737,0.4823630392324891,119,1,119,118,2.503987592967711
4509245CE,49,4,53,1723,960,2683,763,0.11712208964061493,108,64,104,40,0.19765768101164954
4509246SE,148,8,156,6886,0,6886,6886,2.413190194723824,133,5,133,128,2.79967091501336
4509251CE,83,13,96,1541,2385,3926,-844,-0.48548797811517747,104,87,89,2,-0.9259389427618163
4509251CW,24,5,29,460,0,460,460,0.003499905116654085,63,5,61,56,0.6707509962846878
4509251NW,15,1,16,250,0,250,250,-0.07524814356331878,65,1,65,64,0.9072976539212069
4509251SE,56,2,58,1371,0,1371,1371,0.34511644010453635,76,3,74,71,1.1142759793531611
4509252CE,39,5,44,1273,840,2113,433,-0.006624843999342427,100,62,95,33,-0.009320644420304698
4509252NW,26,1,27,121,0,121,121,-0.12362194489530212,67,1,66,65,0.9368659861257718
4509253CE,125,6,131,1381,1320,2701,61,-0.14612138737529437,105,68,102,34,0.020247687784260192
4509253CW,3,1,4,0,0,0,0,-0.1689958205632865,2,1,2,1,-0.9555072749663812
4509253NE,5,1,6,406,0,406,406,-0.016749593115338936,48,1,47,46,0.37506767423903886
4509253SE,33,1,34,153,0,153,153,-0.11162224223930625,63,1,62,61,0.8185926573075123
4509253SW,8,3,11,95,120,215,-25,-0.17837058826328325,59,3,58,55,0.6411826640801229
4509254CE,37,7,44,1771,1140,2911,631,0.06762331618463199,108,76,102,26,-0.21629896985225894
4509254NE,64,2,66,2239,0,2239,2239,0.6706083746484243,113,2,113,111,2.2970092675357567
4509254NW,11,1,12,295,0,295,295,-0.0583735617033246,67,1,66,65,0.9368659861257718
4509255CE,31,4,35,1437,1050,2487,387,-0.023874416567336482,88,67,73,6,-0.8076656139435567
4509255NW,13,1,14,360,0,360,360,-0.03399916568333299,66,1,66,65,0.9368659861257718
4509256CE,112,10,122,1336,690,2026,646,0.07324817680463006,113,66,109,43,0.28636267762534423
4509256NE,18,1,19,2,0,2,2,-0.16824583914728675,20,1,20,19,-0.42327729528421315
4509256NW,10,2,12,80,0,80,80,-0.13899656392329682,47,1,46,45,0.34549934203447397
4509257NE,3,1,4,60,0,60,60,-0.14649637808329424,49,1,48,47,0.40463600644360376
4509261CE,31,4,35,1235,1980,3215,-745,-0.44836389802319027,93,71,85,14,-0.5711189563070376
4509261NE,13,1,14,50,0,50,50,-0.15024628516329294,47,1,46,45,0.34549934203447397
4509261SE,7,2,9,50,0,50,50,-0.15024628516329294,47,2,45,43,0.28636267762534423
4509262CE,31,5,36,1325,960,2285,365,-0.03212421214333364,96,68,90,22,-0.3345722986705185
4509262NE,8,1,9,55,0,55,55,-0.14837133162329358,42,1,42,41,0.22722601321621444
4509262SW,2,1,3,11,0,11,11,-0.1648709227752879,10,1,9,8,-0.748528949534427
4509263CE,104,3,107,3612,960,4572,2652,0.825479537052371,119,70,118,48,0.43420433864816865
4509263SE,14,1,15,762,0,762,762,0.11674709893261506,79,1,79,78,1.3212543047851153
4509264CE,64,5,69,1555,1020,2575,535,0.0316242082166444,102,64,93,29,-0.12759397323856425
4509264SW,7,1,8,755,0,755,755,0.11412216397661597,45,1,45,44,0.31593100982990907
4509265CE,31,7,38,1845,1380,3225,465,0.005374858656653439,112,78,104,26,-0.21629896985225894
4509265CW,48,3,51,1685,0,1685,1685,0.4628635224164958,88,4,88,84,1.4986642980125047
4509265NE,22,2,24,236,0,236,236,-0.08049801347531697,55,2,55,53,0.5820459996709931
4509265SW,32,1,33,852,0,852,852,0.15049626265260344,79,1,78,77,1.2916859725805505
4509266CE,85,8,93,3051,1860,4911,1191,0.2776181126645596,125,76,121,45,0.34549934203447397
4509266CW,56,8,64,1304,0,1304,1304,0.319992062668545,112,6,111,105,2.1195992743083676
4509266NW,14,7,21,472,0,472,472,0.007999793612652534,90,6,90,84,1.4986642980125047
4509267CE,43,7,50,3046,2700,5746,346,-0.03924903559533119,117,92,105,13,-0.6006872885116025
4509267NE,35,15,50,1699,4860,6559,-3161,-1.354341448550878,130,116,114,-2,-1.044212271580076
4509267NW,13,12,25,64,3780,3844,-3716,-1.5624612914908065,89,87,32,-55,-2.6113338784220153
4509271CE,47,14,61,1293,1530,2823,-237,-0.2578686183592559,106,78,102,24,-0.27543563426138873
4509271NE,2,1,3,0,0,0,0,-0.1689958205632865,2,1,2,1,-0.9555072749663812
4509271NW,8,2,10,50,0,50,50,-0.15024628516329294,44,2,43,41,0.22722601321621444
4509272CE,19,20,39,2220,3180,5400,-960,-0.5289869002431624,113,80,108,28,-0.15716230544312915
4509272CW,2,7,9,0,0,0,0,-0.1689958205632865,14,12,2,-10,-1.280758929216595
4509272NW,8,1,9,60,0,60,60,-0.14649637808329424,34,1,34,33,-0.009320644420304698
4509272SE,24,4,28,93,0,93,93,-0.1341216847192985,60,6,55,49,0.46377267085273355
4509272SW,35,4,39,353,0,353,353,-0.03662410063933209,81,5,79,74,1.2029809759668557
4509273CE,59,26,85,1334,3153,4487,-1819,-0.8511039184150514,107,88,87,-1,-1.014643939375511
4509273NW,10,1,11,85,0,85,85,-0.13712161038329745,54,1,54,53,0.5820459996709931
4509273SW,9,1,10,140,0,140,140,-0.11649712144330457,60,1,60,59,0.7594559928983825
4509274CE,29,31,60,1710,2910,4620,-1200,-0.6189846701631314,120,95,99,4,-0.8668022783526865
4509274CW,6,1,7,30,0,30,30,-0.15774609932329037,26,1,25,24,-0.27543563426138873
4509274NW,18,2,20,290,0,290,290,-0.06024851524332395,68,2,68,66,0.9664343183303367
4509274SW,8,1,9,65,0,65,65,-0.14462142454329488,47,1,47,46,0.37506767423903886
4509275CE,45,2,47,2574,600,3174,1974,0.5712358370284585,101,78,93,15,-0.5415506241024727
4509275CW,26,5,31,93,0,93,93,-0.1341216847192985,34,5,29,24,-0.27543563426138873
4509275NE,24,1,25,258,0,258,258,-0.07224821789931982,43,1,42,41,0.22722601321621444
4509275NW,60,9,69,2961,0,2961,2961,0.941351665824331,126,9,125,116,2.4448509285585813
4509275SW,24,1,25,98,0,98,98,-0.13224673117929914,66,1,66,65,0.9368659861257718
4509276CE,250,30,280,11604,660,12264,10944,3.9349024877872996,173,78,169,91,1.705642623444459
4509276NE,100,6,106,5171,0,5171,5171,1.7700811305040454,137,5,137,132,2.9179442438316197
4509276NW,47,3,50,311,0,311,311,-0.05237371037532666,70,8,68,60,0.7890243251029474
4509277CE,4,1,5,71,0,71,71,-0.14237148029529564,28,1,28,27,-0.18673063764769404
4509277SE,48,1,49,2493,0,2493,2493,0.7658560144803914,94,1,94,93,1.7647792878535888
4509281CE,59,30,89,1701,2235,3936,-534,-0.3692408586352175,98,79,76,-3,-1.0737806037846407
4509281NE,6,3,9,130,0,130,130,-0.12024702852330328,41,2,39,37,0.10895268439795486
4509281NW,2,1,3,0,0,0,0,-0.1689958205632865,32,1,32,31,-0.06845730882943447
4509281SE,9,2,11,55,0,55,55,-0.14837133162329358,55,2,54,52,0.5524776674664282
4509281SW,7,2,9,20,0,20,20,-0.16149600640328907,6,2,6,4,-0.8668022783526865
4509282CE,28,25,53,1362,0,1362,1362,0.3417415237325375,90,66,64,-2,-1.044212271580076
4509282CW,9,1,10,130,0,130,130,-0.12024702852330328,46,1,46,45,0.34549934203447397
4509282NE,31,2,33,559,0,559,559,0.04062398520864129,71,2,70,68,1.0255709827394666
4509282NW,2,1,3,41,0,41,41,-0.15362120153529177,12,1,11,10,-0.6893922851252972
4509282SE,7,1,8,78,0,78,78,-0.13974654533929656,45,6,39,33,-0.009320644420304698
4509282SW,4,1,5,105,0,105,105,-0.12962179622330006,51,1,51,50,0.49334100305729844
4509283CE,33,11,44,1402,1545,2947,-143,-0.22261949180726803,87,72,72,0,-0.9850756071709461
4509283CW,14,3,17,194,0,194,194,-0.09624762321131154,58,3,56,53,0.5820459996709931
4509283NE,18,3,21,50,0,50,50,-0.15024628516329294,40,3,39,36,0.07938435219338998
4509283NW,30,2,32,388,0,388,388,-0.023499425859336613,88,1,88,87,1.5873692946261995
4509283SE,5,1,6,50,0,50,50,-0.15024628516329294,43,1,42,41,0.22722601321621444
4509284CE,55,19,74,1132,1050,2182,82,-0.13824658250729707,112,93,96,3,-0.8963706105572514
4509284NE,12,2,14,116,0,116,116,-0.12549689843530146,60,3,57,54,0.611614331875558
4509284NW,18,1,19,93,0,93,93,-0.1341216847192985,53,1,53,52,0.5524776674664282
4509284SW,1,1,2,240,0,240,240,-0.0789980506433175,53,1,52,51,0.5229093352618633
4509285CE,62,15,77,3238,2160,5398,1078,0.2352441626605742,122,97,105,8,-0.748528949534427
4509285CW,26,1,27,140,0,140,140,-0.11649712144330457,60,1,60,59,0.7594559928983825
4509285SW,100,14,114,4635,1350,5985,3285,1.0628486552162892,117,74,113,39,0.16808934880708465
4509286CE,14,3,17,180,180,360,0,-0.1689958205632865,59,28,52,24,-0.27543563426138873
4509286SE,109,18,127,3812,1590,5402,2222,0.6642335326124265,146,98,141,43,0.28636267762534423
4509286SW,12,1,13,47,0,47,47,-0.15137125728729256,37,1,37,36,0.07938435219338998
4608815SE,31,1,32,1439,0,1439,1439,0.3706158082485276,81,1,80,79,1.3508226369896803
4608815SW,6,1,7,102,0,102,102,-0.13074676834729965,52,29,43,14,-0.5711189563070376
4608816SW,33,2,35,2531,0,2531,2531,0.7801056613843865,72,18,70,52,0.5524776674664282
4608817SW,10,1,11,87,0,87,87,-0.1363716289672977,54,9,50,41,0.22722601321621444
4608818CE,23,16,39,1403,1980,3383,-577,-0.38536545907921194,85,60,77,17,-0.48241395969334294
4608818CW,7,2,9,30,0,30,30,-0.15774609932329037,17,7,11,4,-0.8668022783526865
4608818SE,8,35,43,139,0,139,139,-0.11687211215130444,65,43,43,0,-0.9850756071709461
4608818SW,11,1,12,60,0,60,60,-0.14649637808329424,45,11,42,31,-0.06845730882943447
4608911CE,106,46,152,5790,3510,9300,2280,0.6859829936764189,124,100,108,8,-0.748528949534427
4608911CW,30,28,58,92,0,92,92,-0.13449667542729837,64,52,32,-20,-1.5764422512622438
4608911NE,1,2,3,15,0,15,15,-0.16337095994328843,23,15,12,-3,-1.0737806037846407
4608911NW,11,3,14,271,0,271,271,-0.0673733386953215,78,35,70,35,0.04981601998882508
4608911SE,5,4,9,0,0,0,0,-0.1689958205632865,19,13,7,-6,-1.1624856003983355
4608911SW,25,28,53,585,0,585,585,0.050373743616637934,82,47,69,22,-0.3345722986705185
4608912CE,62,33,95,2248,2715,4963,-467,-0.34411648119922617,104,91,79,-12,-1.3398955936257249
4608912CW,46,6,52,1887,60,1947,1827,0.5161122029524774,96,49,90,41,0.22722601321621444
4608912NE,157,5,162,7225,0,7225,7225,2.54031204473578,107,31,106,75,1.2325493081714207
4608912NW,14,1,15,207,0,207,207,-0.09137274400731323,48,1,47,46,0.37506767423903886
4608912SE,32,5,37,2090,0,2090,2090,0.6147347591564435,37,5,34,29,-0.12759397323856425
4608912SW,8,2,10,70,0,70,70,-0.14274647100329552,33,2,31,29,-0.12759397323856425
4608913CE,186,37,223,4925,4530,9455,395,-0.020874490903337515,127,117,106,-11,-1.3103272614211599
4608913CW,75,20,95,1445,0,1445,1445,0.3728657524965268,95,76,82,6,-0.8076656139435567
4608913NW,23,1,24,646,0,646,646,0.07324817680463006,64,1,63,62,0.8481609895120771
4608913SE,54,8,62,1900,0,1900,1900,0.543486524636468,81,10,81,71,1.1142759793531611
4608914CE,79,28,107,3433,3690,7123,-257,-0.2653684325192533,107,88,89,1,-0.9555072749663812
4608914CW,47,1,48,1482,0,1482,1482,0.386740408692522,63,1,62,61,0.8185926573075123
4608914NE,3,2,5,0,0,0,0,-0.1689958205632865,19,13,9,-4,-1.1033489359892057
4608914NW,11,45,56,280,0,280,280,-0.06399842232332266,52,46,41,-5,-1.1329172681937705
4608914SE,34,1,35,215,0,215,215,-0.08837281834331426,49,1,48,47,0.40463600644360376
4608914SW,81,4,85,3630,0,3630,3630,1.1922204494762445,90,9,88,79,1.3508226369896803
4608915CE,63,25,88,1810,3315,5125,-1505,-0.7333568361030921,104,96,82,-14,-1.3990322580348546
4608915CW,107,2,109,5169,0,5169,5169,1.7693311490880455,97,3,97,94,1.7943476200581536
4608915NW,24,1,25,360,0,360,360,-0.03399916568333299,65,1,65,64,0.9072976539212069
4608915SE,16,1,17,304,0,304,304,-0.05499864533132576,21,1,20,19,-0.42327729528421315
4608915SW,23,2,25,761,0,761,761,0.11637210822461519,80,2,79,77,1.2916859725805505
4608916CE,63,19,82,4836,1626,6462,3210,1.0347243521162988,103,86,88,2,-0.9259389427618163
4608916SE,90,5,95,3243,60,3303,3183,1.0245996030003024,104,27,104,77,1.2916859725805505
4608916SW,12,1,13,231,0,231,231,-0.08237296701531632,49,1,48,47,0.40463600644360376
4608917CE,34,11,45,2092,1440,3532,652,0.07549812105262928,106,87,86,-1,-1.014643939375511
4608917NE,2,1,3,0,0,0,0,-0.1689958205632865,2,1,1,0,-0.9850756071709461
4608917SW,14,1,15,50,0,50,50,-0.15024628516329294,22,1,22,21,-0.36414063087508336
4608918CE,80,19,99,8460,2550,11010,5910,2.04719926371595,136,94,120,26,-0.21629896985225894
4608918NE,97,15,112,8089,1530,9619,6559,2.290568233207866,138,56,132,76,1.2621176403759855
4608918NW,19,2,21,433,0,433,433,-0.006624843999342427,60,1,60,59,0.7594559928983825
4608918SW,5,1,6,50,0,50,50,-0.15024628516329294,32,1,32,31,-0.06845730882943447
4608922SE,58,10,68,3152,420,3572,2732,0.8554787936923606,90,55,82,27,-0.18673063764769404
4608922SW,25,7,32,180,225,405,-45,-0.18587040242328068,67,49,40,-9,-1.25119059701203
4608923CW,11,1,12,200,0,200,200,-0.09399767896331232,45,1,45,44,0.31593100982990907
4608923SE,100,1,101,1877,0,1877,1877,0.534861738352471,85,2,84,82,1.4395276336033749
4608923SW,77,2,79,126,0,126,126,-0.12174699135530276,60,4,58,54,0.611614331875558
4608924CE,15,141,156,1260,86280,87540,-85020,-32.0507058147123,122,118,82,-36,-2.0495355665352823
4608924CW,10,2,12,50,0,50,50,-0.15024628516329294,42,6,39,33,-0.009320644420304698
4608924SE,42,2,44,157,0,157,157,-0.11012227940730676,49,3,47,44,0.31593100982990907
4608924SW,44,1,45,307,0,307,307,-0.053873673207326146,55,2,54,52,0.5524776674664282
4608925CE,49,14,63,1400,2280,3680,-880,-0.4989876436031728,107,89,91,2,-0.9259389427618163
4608926CE,22,38,60,1145,930,2075,215,-0.08837281834331426,89,75,78,3,-0.8963706105572514
4608926CW,13,2,15,110,0,110,110,-0.1277468426833007,46,2,46,44,0.31593100982990907
4608926NW,21,2,23,1623,0,1623,1623,0.4396140985205038,88,1,88,87,1.5873692946261995
4608926SW,22,8,30,60,1080,1140,-1020,-0.5514863427231547,68,56,32,-24,-1.6947155800805034
4608927CE,90,13,103,6365,1905,8270,4460,1.5034627371161373,105,80,89,9,-0.718960617329862
4608927NW,3,1,4,0,0,0,0,-0.1689958205632865,1,1,1,0,-0.9850756071709461
4608927SE,29,1,30,110,0,110,110,-0.1277468426833007,33,1,33,32,-0.03888897662486959
4608927SW,25,1,26,121,0,121,121,-0.12362194489530212,22,1,21,20,-0.39370896307964826
4608928CE,87,9,96,5446,1950,7396,3496,1.141971694604262,103,83,86,3,-0.8963706105572514
4608928CW,42,2,44,488,0,488,488,0.013999644940650468,68,1,68,67,0.9960026505349016
4608928NE,32,1,33,878,0,878,878,0.16024602106060007,56,1,56,55,0.6411826640801229
4608928SE,30,2,32,1648,0,1648,1648,0.44898886622050055,85,2,85,83,1.4690959658079399
4608928SW,2,1,3,15,0,15,15,-0.16337095994328843,3,1,3,2,-0.9259389427618163
4608938SE,31,1,32,2322,0,2322,2322,0.7017326034124135,83,1,83,82,1.4395276336033749
4608938SW,14,4,18,54,0,54,54,-0.14874632233129345,33,4,30,26,-0.21629896985225894
4609011CE,22,15,37,2663,2940,5603,-277,-0.2728682466792507,115,83,94,11,-0.6598239529207323
4609011CW,35,11,46,3276,3240,6516,36,-0.15549615507529113,109,88,85,-3,-1.0737806037846407
4609011NW,7,2,9,85,0,85,85,-0.13712161038329745,35,2,33,31,-0.06845730882943447
4609011SE,5,2,7,0,0,0,0,-0.1689958205632865,4,2,4,2,-0.9259389427618163
4609011SW,11,1,12,50,0,50,50,-0.15024628516329294,37,1,37,36,0.07938435219338998
4609012CE,27,19,46,1604,3810,5414,-2206,-0.9962253224110014,100,79,84,5,-0.8372339461481216
4609012CW,2,5,7,0,0,0,0,-0.1689958205632865,5,4,2,-2,-1.044212271580076
4609012NE,11,7,18,165,0,165,165,-0.1071223537433078,18,3,18,15,-0.5415506241024727
4609012NW,6,2,8,380,0,380,380,-0.026499351523335577,34,2,33,31,-0.06845730882943447
4609012SE,37,1,38,6515,0,6515,6515,2.274068642055872,64,1,64,63,0.877729321716642
4609012SW,8,1,9,195,0,195,195,-0.09587263250331167,42,1,42,41,0.22722601321621444
4609013CE,15,12,27,1465,2040,3505,-575,-0.3846154776632122,105,93,75,-18,-1.5173055868531142
4609013CW,1,1,2,0,240,240,-240,-0.2589935904832555,23,22,1,-21,-1.6060105834668088
4609013SE,14,1,15,203,0,203,203,-0.09287270683931272,44,1,44,43,0.28636267762534423
4609013SW,10,2,12,300,60,360,240,-0.0789980506433175,54,28,45,17,-0.48241395969334294
4609014CE,52,6,58,3247,1320,4567,1927,0.55361127375246455,118,89,106,17,-0.48241395969334294
4609015CE,61,4,65,3157,1740,4897,1417,0.36236601267253044,115,89,101,12,-0.6302556207161674
4609016CE,34,4,38,2199,1500,3699,699,0.09312268432862321,100,78,90,12,-0.6302556207161674
4609017CE,98,10,108,1431,3738,5169,-2307,-1.0340993839189883,90,58,75,17,-0.48241395969334294
4609017SW,60,3,63,1414,240,1654,1174,0.2712432706285618,86,39,82,43,0.28636267762534423
4609018CE,45,8,53,1486,2040,3526,-554,-0.37674067279521495,93,78,80,2,-0.9259389427618163
4609018CW,4,2,6,277,0,277,277,-0.06512339444732226,51,2,49,47,0.40463600644360376
4609018NE,7,2,9,59,0,59,59,-0.14687136879129412,33,2,31,29,-0.12759397323856425
4609018NW,16,1,17,502,0,502,502,0.01924951485264866,63,1,63,62,0.8481609895120771
4609018SE,1,1,2,0,0,0,0,-0.1689958205632865,3,1,2,1,-0.9555072749663812
4609021CE,64,11,75,3440,1920,5360,1520,0.4009900555965171,99,79,73,-6,-1.1624856003983355
4609021CW,78,16,94,12621,0,12621,12621,4.563761905103083,86,14,84,70,1.0847076471485964
4609021NE,17,2,19,66,0,66,66,-0.144246433835295,37,1,37,36,0.07938435219338998
4609021NW,1,2,3,25,0,25,25,-0.1596210528632897,6,1,5,4,-0.8668022783526865
4609021SE,20,4,24,656,0,656,656,0.07699808388462877,72,6,69,63,0.877729321716642
4609021SW,62,5,67,6405,0,6405,6405,2.232819664175886,117,7,117,110,2.2674409353311917
4609022CE,30,21,51,2805,5802,8607,-2997,-1.2928429724388992,97,79,72,-7,-1.1920539326029003
4609022NW,10,1,11,279,0,279,279,-0.06437341303132253,55,1,55,54,0.611614331875558
4609022SE,11,1,12,205,0,205,205,-0.09212272542331297,53,1,53,52,0.5524776674664282
4609022SW,7,2,9,240,0,240,240,-0.0789980506433175,21,2,21,19,-0.42327729528421315
4609023CE,20,3,23,1360,1230,2590,130,-0.12024702852330328,87,73,72,-1,-1.014643939375511
4609023NW,1,3,4,20,0,20,20,-0.16149600640328907,9,3,6,3,-0.8963706105572514
4609024CE,46,4,50,2413,1410,3823,1003,0.2071198595605839,92,73,81,8,-0.748528949534427
4609025CE,27,9,36,1506,1500,3006,6,-0.16674587631528726,99,84,84,0,-0.9850756071709461
4609025CW,7,1,8,93,0,93,93,-0.1341216847192985,53,1,52,51,0.5229093352618633
4609025SE,13,3,16,178,180,358,-2,-0.1697458019792862,65,30,58,28,-0.15716230544312915
4609025SW,10,7,17,40,96,136,-56,-0.18999530021127925,66,59,20,-39,-2.138240563148977
4609026CE,26,19,45,1766,3030,4796,-1264,-0.6429840754751232,95,80,77,-3,-1.0737806037846407
4609026SW,7,2,9,15,60,75,-45,-0.18587040242328068,27,6,21,15,-0.5415506241024727
4609027CE,42,5,47,2894,1680,4574,1214,0.28624289894855665,101,75,83,8,-0.748528949534427
4609027CW,22,1,23,115,0,115,115,-0.12587188914330133,47,1,47,46,0.37506767423903886
4609027NE,13,1,14,286,0,286,286,-0.06174847807532343,50,1,49,48,0.43420433864816865
4609027SE,74,1,75,716,0,716,716,0.099497526364621,69,1,68,67,0.9960026505349016
4609027SW,43,1,44,269,30,299,239,-0.07937304135131736,66,39,63,24,-0.27543563426138873
4609028CE,152,7,159,2594,1680,4274,914,0.17374568654859543,112,79,103,24,-0.27543563426138873
4609028CW,23,3,26,798,0,798,798,0.13024676442061042,66,4,63,59,0.7594559928983825
4609028SE,109,1,110,641,0,641,641,0.0713732232646307,91,3,91,88,1.6169376268307643
4609028SW,8,1,9,1,0,1,1,-0.16862082985528662,5,1,4,3,-0.8963706105572514
4609031CE,28,6,34,1363,1860,3223,-497,-0.3553662024392223,88,71,79,8,-0.748528949534427
4609031CW,3,2,5,440,0,440,440,-0.003999909043343331,53,2,51,49,0.46377267085273355
4609031SE,20,1,21,8,0,8,8,-0.1659958948992875,10,1,10,9,-0.718960617329862
4609032CE,52,6,58,2777,37200,39977,-34423,-13.077300962042838,93,61,79,18,-0.45284562748877805
4609033CE,23,11,34,1601,2520,4121,-919,-0.5136122812151678,88,78,74,-4,-1.1033489359892057
4609034CE,56,7,63,1768,1230,2998,538,0.03274918034064401,94,62,83,21,-0.36414063087508336
4609035CE,34,4,38,1421,1560,2981,-139,-0.22111952897526854,89,74,81,7,-0.7780972817389918
4609035SE,40,4,44,1595,0,1595,1595,0.42911435869650744,74,5,73,68,1.0255709827394666
4609035SW,10,1,11,70,0,70,70,-0.14274647100329552,46,1,46,45,0.34549934203447397
4609036CE,123,8,131,1474,1530,3004,-56,-0.18999530021127925,100,87,81,-6,-1.1624856003983355
4609036CW,35,1,36,105,120,225,-15,-0.17462068118328455,50,18,48,30,-0.09802564103399937
4609036NE,45,3,48,985,600,1585,385,-0.024624397983336224,87,58,75,17,-0.48241395969334294
4609036NW,8,2,10,55,180,235,-125,-0.21586965906327035,63,35,50,15,-0.5415506241024727
4609037CE,96,20,116,4270,2520,6790,1750,0.4872379184364874,101,74,91,17,-0.48241395969334294
4609037CW,118,1,119,1452,0,1452,1452,0.3754906874525259,83,1,83,82,1.4395276336033749
4609037NE,40,52,92,146,0,146,146,-0.11424717719530535,108,102,52,-50,-2.4634922173991907
4609038CE,116,22,138,1994,5100,7094,-3106,-1.333716959610885,113,85,87,2,-0.9259389427618163
4609042SE,30,1,31,179,0,179,179,-0.1018724838313096,61,1,60,59,0.7594559928983825
4609042SW,51,2,53,349,0,349,349,-0.03812406347133157,64,2,64,62,0.8481609895120771
4609043CE,34,10,44,2311,1800,4111,511,0.022624431224647495,93,66,84,18,-0.45284562748877805
4609043SE,9,1,10,107,0,107,107,-0.1288718148073003,53,1,52,51,0.5229093352618633
4609043SW,3,1,4,69,0,69,69,-0.1431214617112954,16,1,16,15,-0.5415506241024727
4609044CE,44,9,53,2320,2550,4870,-230,-0.25524368340325676,91,78,78,0,-0.9850756071709461
4609044CW,7,1,8,60,0,60,60,-0.14649637808329424,36,1,35,34,0.020247687784260192
4609044NW,13,38,51,150,1320,1470,-1170,-0.6077349489231353,85,71,66,-5,-1.1329172681937705
4609045CE,15,21,36,1173,2580,3753,-1407,-0.6966077467191047,101,71,87,16,-0.5119822918979079
