atlas_block,checklists_Atlas2,checklists_Atlas1,checklists_total,mins_Atlas2,mins_Atlas1,mins_total,mins_diff,mins_diff_z,sr_total,sr_Atlas1,sr_Atlas2,sr_diff,sr_diff_z
4409286CE,70,8,78,3980,840,4820,3140,1.0084750025563078,93,69,88,19,-0.42327729528421315
4409286NW,15,2,17,372,0,372,372,-0.029499277187334545,45,1,44,43,0.28636267762534423
4409286SE,12,6,18,65,0,65,65,-0.14462142454329488,50,3,49,46,0.37506767423903886
4508628NW,55,71,126,3753,1260,5013,2493,0.7658560144803914,120,94,98,4,-0.8668022783526865
4508638CE,5,1,6,5,0,5,5,-0.16712086702328713,3,1,3,2,-0.9259389427618163
4508638CW,28,22,50,3039,0,3039,3039,0.970600941048321,107,27,104,77,1.2916859725805505
4508638NE,297,3,300,5844,0,5844,5844,2.022449876987958,143,4,143,139,3.124922569263574
4508638NW,173,9,182,4878,0,4878,4878,1.6602088530600831,160,14,160,146,3.331900894695528
4508638SE,3,2,5,112,0,112,112,-0.12699686126730095,10,3,9,6,-0.8076656139435567
4508638SW,88,79,167,3283,0,3283,3283,1.0620986738002893,128,78,118,40,0.19765768101164954
4508647CE,1,2,3,11,60,71,-49,-0.18737036525528014,16,10,8,-2,-1.044212271580076
4508647CW,52,4,56,1574,120,1694,1454,0.37624066886852564,58,19,55,36,0.07938435219338998
4508647SE,7,2,9,166,135,301,31,-0.1573711086152905,37,18,31,13,-0.6006872885116025
4508647SW,218,11,229,11309,1230,12539,10079,3.610535525367411,165,47,164,117,2.4744192607631463
4508648SE,206,8,214,3341,0,3341,3341,1.0838481348642819,118,12,116,104,2.0900309421038026
4508648SW,29,2,31,1142,0,1142,1142,0.2592435679725659,73,2,72,70,1.0847076471485964
4508711CW,236,48,284,9767,5925,15692,3842,1.2717184795722172,138,80,134,54,0.611614331875558
4508711NE,39,9,48,945,210,1155,735,0.10662234981661856,83,34,81,47,0.40463600644360376
4508711NW,186,8,194,5086,259.8,5345.8,4826.2,1.6407843343856898,134,37,134,97,1.8830526166718482
4508712CE,96,53,149,2879,5910,8789,-3031,-1.3055926565108948,132,76,127,51,0.5229093352618633
4508712CW,31,2,33,1426,0,1426,1426,0.36574092904452926,81,2,80,78,1.3212543047851153
4508712NE,17,1,18,414,0,414,414,-0.01374966745133997,70,1,70,69,1.0551393149440313
4508712NW,27,3,30,997,0,997,997,0.2048699153125847,83,5,81,76,1.2621176403759855
4508712SE,170,24,194,9257,5329.8,14586.8,3927.2,1.303667687893806,130,102,108,6,-0.8076656139435567
4508712SW,41,35,76,1974,0,1974,1974,0.5712358370284585,117,50,113,63,0.877729321716642
4508713CE,58,22,80,2660,2130,4790,530,0.02974925467664504,126,74,110,36,0.07938435219338998
4508713SE,6,1,7,164,0,164,164,-0.10749734445130767,49,1,48,47,0.40463600644360376
4508715CW,72,2,74,16110,0,16110,16110,5.872104485314632,128,2,128,126,2.74053425060423
4508715NW,132,1,133,4095,0,4095,4095,1.3665911286961845,99,1,99,98,1.9126209488764132
4508716CE,77,20,97,3021,3150,6171,-129,-0.21736962189526984,109,81,94,13,-0.6006872885116025
4508716SW,47,1,48,2785,0,2785,2785,0.8753533012163538,58,1,57,56,0.6707509962846878
4508717CE,125,6,131,7869,1140,9009,6729,2.354316653567844,124,80,116,36,0.07938435219338998
4508717NE,127,2,129,11439,0,11439,11439,4.120522888247235,47,6,44,38,0.13852101660251975
4508718CE,46,7,53,2032,1200,3232,832,0.142996448492606,98,51,95,44,0.31593100982990907
4508721CE,8,1,9,255,0,255,255,-0.07337319002331943,47,1,46,45,0.34549934203447397
4508721CW,85,8,93,3088,0,3088,3088,0.9889754857403146,113,9,113,104,2.0900309421038026
4508721NE,117,64,181,6944,4920,11864,2024,0.589985372428452,148,100,139,39,0.16808934880708465
4508721NW,23,1,24,818,0,818,818,0.13774657858060782,90,1,90,89,1.6465059590353293
4508721SE,3,1,4,332,0,332,332,-0.04449890550732938,53,2,52,50,0.49334100305729844
4508721SW,28,4,32,772,0,772,772,0.12049700601261377,89,7,87,80,1.380390969194245
4508722CE,54,3,57,1484,0,1484,1484,0.38749039010852177,90,4,90,86,1.5578009624216345
4508722SE,109,46,155,2298,0,2298,2298,0.6927328264204166,121,66,114,48,0.43420433864816865
4508722SW,218,68,286,9428,17160,26588,-7732,-3.0684239748182875,158,92,150,58,0.7298876606938176
4508723CW,148,1,149,5690,0,5690,5690,1.9647013079559783,105,3,105,102,2.0308942776946726
4508723SE,4,1,5,104,0,104,104,-0.12999678693129993,21,1,21,20,-0.39370896307964826
4508727CE,90,7,97,2627,1500,4127,1127,0.25361870735256786,117,69,112,43,0.28636267762534423
4508727NW,24,1,25,1364,0,1364,1364,0.34249150514853727,99,1,98,97,1.8830526166718482
4508728CE,54,7,61,2016,1050,3066,966,0.1932452033645887,102,63,94,31,-0.06845730882943447
4508731CE,7,1,8,137,0,137,137,-0.11762209356730419,29,1,29,28,-0.15716230544312915
4508731SE,100,17,117,3045,0,3045,3045,0.9728508852963201,123,16,121,105,2.1195992743083676
4508731SW,19,8,27,353,0,353,353,-0.03662410063933209,59,12,54,42,0.25679434542077934
4508737CE,61,4,65,2742,679.8,3421.8,2062.2,0.604310017474047,105,65,99,34,0.020247687784260192
4508737CW,2,1,3,10,0,10,10,-0.16524591348328777,5,1,4,3,-0.8963706105572514
4508737SE,4,7,11,155,1350,1505,-1195,-0.6171097166231321,83,80,35,-45,-2.315650556376366
4508738CE,17,9,26,1233,1590,2823,-357,-0.3028675033192404,107,85,86,1,-0.9555072749663812
4508747NW,60,3,63,2814,45,2859,2769,0.8693534498883558,92,46,86,40,0.19765768101164954
4508748CE,14,9,23,1304,1545,2849,-241,-0.2593685811912554,106,85,83,-2,-1.044212271580076
4508748NE,30,3,33,118,150,268,-32,-0.18099552321928233,72,63,48,-15,-1.4286005902394194
4508748SW,4,1,5,19,0,19,19,-0.16187099711128894,19,1,18,17,-0.48241395969334294
4508757CW,85,6,91,2516,150,2666,2366,0.7182321945644078,98,66,90,24,-0.27543563426138873
4508757SW,51,2,53,140,30,170,110,-0.1277468426833007,67,35,60,25,-0.24586730205682383
4508758CE,88,2,90,3269,1050,4319,2219,0.6631085604884268,101,56,97,41,0.22722601321621444
4508758CW,2,2,4,20,0,20,20,-0.16149600640328907,14,2,12,10,-0.6893922851252972
4508758NW,58,4,62,434,210,644,224,-0.08499790197131542,91,72,81,9,-0.718960617329862
4508767CE,23,2,25,2843,240,3083,2603,0.8071049923603772,80,23,78,55,0.6411826640801229
4508767SW,7,2,9,766,240,1006,526,0.028249291844645558,50,24,39,15,-0.5415506241024727
4508768CE,34,14,48,2427,4320,6747,-1893,-0.8788532308070418,102,84,85,1,-0.9555072749663812
4508768CW,17,1,18,102,0,102,102,-0.13074676834729965,51,1,50,49,0.46377267085273355
4508768NE,229,2,231,4110,840,4950,3270,1.057223794596291,99,58,90,32,-0.03888897662486959
4508768SE,48,22,70,6332,15,6347,6317,2.1998204818718974,98,29,98,69,1.0551393149440313
4508768SW,51,3,54,220,150,370,70,-0.14274647100329552,72,51,61,10,-0.6893922851252972
4508811CE,67,7,74,2118,990,3108,1128,0.25399369806056776,103,57,98,41,0.22722601321621444
4508811CW,1,1,2,0,0,0,0,-0.1689958205632865,2,1,1,0,-0.9850756071709461
4508812CE,65,7,72,2147,810,2957,1337,0.33236675603254073,115,52,113,61,0.8185926573075123
4508812NW,6,3,9,50,180,230,-130,-0.21774461260326972,52,18,45,27,-0.18673063764769404
4508813CE,46,8,54,3121,1320,4441,1801,0.5063624445444808,113,71,105,34,0.020247687784260192
4508813NW,9,1,10,440,0,440,440,-0.003999909043343331,55,21,47,26,-0.21629896985225894
4508814CE,57,7,64,1911,2385,4296,-474,-0.34674141615522525,106,94,91,-3,-1.0737806037846407
4508814NE,3,1,4,9,0,9,9,-0.16562090419128764,28,22,11,-11,-1.3103272614211599
4508815CE,42,7,49,1263,1290,2553,-27,-0.179120569679283,105,85,81,-4,-1.1033489359892057
4508815CW,1,1,2,10,0,10,10,-0.16524591348328777,2,1,1,0,-0.9850756071709461
4508815NE,1,2,3,10,0,10,10,-0.16524591348328777,22,4,18,14,-0.5711189563070376
4508815NW,4,1,5,40,0,40,40,-0.15399619224329164,32,2,31,29,-0.12759397323856425
4508815SE,1,1,2,9,0,9,9,-0.16562090419128764,13,1,13,12,-0.6302556207161674
4508816CE,33,10,43,1384,765,2149,619,0.06312342768863355,96,74,86,12,-0.6302556207161674
4508816CW,6,1,7,0,0,0,0,-0.1689958205632865,3,1,2,1,-0.9555072749663812
4508817CE,30,7,37,1240,1335,2575,-95,-0.20461993782327423,98,81,79,-2,-1.044212271580076
4508818CE,30,7,37,1346,1335,2681,11,-0.1648709227752879,96,70,88,18,-0.45284562748877805
4508818CW,3,1,4,0,0,0,0,-0.1689958205632865,16,1,15,14,-0.5711189563070376
4508818NW,6,1,7,50,0,50,50,-0.15024628516329294,47,1,46,45,0.34549934203447397
4508821CE,53,8,61,1656,1020,2676,636,0.06949826972463134,99,74,91,17,-0.48241395969334294
4508821NW,2,1,3,0,0,0,0,-0.1689958205632865,2,1,2,1,-0.9555072749663812
4508822CE,26,17,43,2739,1140,3879,1599,0.4306143215285069,100,79,78,-1,-1.014643939375511
4508822NE,8,2,10,50,0,50,50,-0.15024628516329294,39,1,38,37,0.10895268439795486
4508822SE,10,1,11,50,0,50,50,-0.15024628516329294,35,1,34,33,-0.009320644420304698
4508822SW,1,2,3,0,180,180,-180,-0.23649414800326324,18,17,1,-16,-1.4581689224439844
4508823CE,60,9,69,3273,1080,4353,2193,0.6533588020804302,89,63,80,17,-0.48241395969334294
4508823CW,10,1,11,85,0,85,85,-0.13712161038329745,46,34,33,-1,-1.014643939375511
4508823NW,7,1,8,452,0,452,452,4.999794526551189e-4,63,14,60,46,0.37506767423903886
4508823SE,8,11,19,111,1140,1251,-1029,-0.5548612590951536,59,51,39,-12,-1.3398955936257249
4508823SW,1,1,2,45,0,45,45,-0.1521212387032923,38,37,9,-28,-1.812988908898763
4508824CE,57,18,75,4462,3840,8302,622,0.06424839981263315,102,79,88,9,-0.718960617329862
4508824CW,28,2,30,1541,0,1541,1541,0.40886486046451437,111,19,110,91,1.705642623444459
4508824NE,6,3,9,50,0,50,50,-0.15024628516329294,56,44,25,-19,-1.546873919057679
4508824NW,26,1,27,1415,0,1415,1415,0.3616160312565307,75,19,73,54,0.611614331875558
4508824SE,67,1,68,5929,0,5929,5929,2.0543240871679473,64,18,60,42,0.25679434542077934
4508824SW,4,3,7,186,0,186,186,-0.09924754887531051,48,14,38,24,-0.27543563426138873
4508825CE,19,33,52,1685,7084.8,8769.8,-5399.8,-2.193870645620989,107,100,82,-18,-1.5173055868531142
4508825CW,12,1,13,514,0,514,514,0.02374940334864711,67,1,67,66,0.9664343183303367
4508825NE,6,1,7,50,0,50,50,-0.15024628516329294,52,10,51,41,0.22722601321621444
4508825NW,40,45,85,11704,4980,16684,6724,2.352441700027845,129,110,104,-6,-1.1624856003983355
4508825SE,7,1,8,60,0,60,60,-0.14649637808329424,42,29,34,5,-0.8372339461481216
4508825SW,2,3,5,95,0,95,95,-0.13337170330329876,42,21,31,10,-0.6893922851252972
4508826CE,19,6,25,1755,1680,3435,75,-0.14087151746329618,105,82,82,0,-0.9850756071709461
4508826CW,26,5,31,105,840,945,-735,-0.44461399094319154,97,79,50,-29,-1.842557241103328
4508826NE,11,1,12,385,0,385,385,-0.024624397983336224,49,15,48,33,-0.009320644420304698
4508826NW,13,1,14,75,0,75,75,-0.14087151746329618,52,25,42,17,-0.48241395969334294
4508826SE,21,1,22,518,0,518,518,0.02524936618064659,71,1,70,69,1.0551393149440313
4508827CE,43,7,50,1845,2220,4065,-375,-0.30961733606323805,106,89,86,-3,-1.0737806037846407
4508827SE,41,5,46,155,1020,1175,-865,-0.49336278298317476,70,16,65,49,0.46377267085273355
4508828CE,48,38,86,4323,1860,6183,2463,0.7546062932403953,122,89,108,19,-0.42327729528421315
4508828CW,6,2,8,50,0,50,50,-0.15024628516329294,45,3,44,41,0.22722601321621444
4508828NW,1,1,2,0,0,0,0,-0.1689958205632865,3,1,2,1,-0.9555072749663812
4508828SE,5,5,10,50,420,470,-370,-0.3077423825232387,54,34,39,5,-0.8372339461481216
4508828SW,3,2,5,92,360,452,-268,-0.26949333030725187,56,37,35,-2,-1.044212271580076
4508831CE,22,6,28,1549,1440,2989,109,-0.12812183339130057,114,77,105,28,-0.15716230544312915
4508832CE,24,8,32,1271,1320,2591,-49,-0.18737036525528014,97,78,85,7,-0.7780972817389918
4508833CE,65,6,71,2166,1530,3696,636,0.06949826972463134,103,83,89,6,-0.8076656139435567
4508833CW,14,3,17,372,0,372,372,-0.029499277187334545,60,31,54,23,-0.3050039664659536
4508833NW,20,3,23,326,0,326,326,-0.0467488497553286,46,21,43,22,-0.3345722986705185
4508833SE,8,2,10,32,0,32,32,-0.15699611790729062,23,6,18,12,-0.6302556207161674
4508833SW,11,1,12,192,0,192,192,-0.09699760462731129,47,31,38,7,-0.7780972817389918
4508834CE,118,7,125,5304,2730,8034,2574,0.796230261828381,103,79,90,11,-0.6598239529207323
4508834CW,7,4,11,49,0,49,49,-0.15062127587129281,52,45,26,-19,-1.546873919057679
4508834NE,5,1,6,29,0,29,29,-0.15812109003129024,24,2,23,21,-0.36414063087508336
4508834NW,11,1,12,321,0,321,321,-0.04862380329532796,55,1,55,54,0.611614331875558
4508834SW,8,3,11,153,0,153,153,-0.11162224223930625,42,26,32,6,-0.8076656139435567
4508835CE,68,9,77,1435,2880,4315,-1445,-0.7108573936230999,107,90,98,8,-0.748528949534427
4508835CW,19,5,24,427,0,427,427,-0.00887478824734165,70,28,64,36,0.07938435219338998
4508835NW,30,2,32,771,0,771,771,0.1201220153046139,98,18,97,79,1.3508226369896803
4508835SE,22,5,27,1187,0,1187,1187,0.2761181498325601,63,16,60,44,0.31593100982990907
4508835SW,21,5,26,652,0,652,652,0.07549812105262928,72,14,72,58,0.7298876606938176
4508836CE,44,74,118,2641,6240,8881,-3599,-1.5185873786548214,124,95,91,-4,-1.1033489359892057
4508836CW,45,1,46,481,0,481,481,0.011374709984651373,71,25,64,39,0.16808934880708465
4508836NE,60,1,61,300,0,300,300,-0.05649860816332524,47,20,47,27,-0.18673063764769404
4508836NW,19,1,20,269,0,269,269,-0.06812332011132123,48,11,47,36,0.07938435219338998
4508836SE,16,1,17,130,0,130,130,-0.12024702852330328,50,12,42,30,-0.09802564103399937
4508837CE,14,6,20,1240,1800,3040,-560,-0.37899061704321413,84,60,61,1,-0.9555072749663812
4508837CW,5,21,26,121,840,961,-719,-0.43861413961519363,96,90,40,-50,-2.4634922173991907
4508837SE,14,1,15,360,0,360,360,-0.03399916568333299,30,6,25,19,-0.42327729528421315
4508837SW,6,1,7,112,0,112,112,-0.12699686126730095,53,1,52,51,0.5229093352618633
4508838CE,28,7,35,1661,1920,3581,-259,-0.26611841393525304,96,76,82,6,-0.8076656139435567
4508838NW,15,1,16,599,0,599,599,0.05562361352863612,56,1,55,54,0.611614331875558
4508841CE,24,7,31,1385,2100,3485,-715,-0.43711417678319414,95,82,71,-11,-1.3103272614211599
4508841CW,8,1,9,94,0,94,94,-0.13374669401129863,46,2,44,42,0.25679434542077934
4508842CE,15,6,21,1359,1440,2799,-81,-0.19937006791127604,98,75,86,11,-0.6598239529207323
4508843CE,14,7,21,1242,1920,3162,-678,-0.4232395205871989,87,78,73,-5,-1.1329172681937705
4508843NE,11,1,12,254,0,254,254,-0.0737481807313193,43,1,42,41,0.22722601321621444
4508843NW,6,1,7,105,210,315,-105,-0.20836984490327293,53,41,28,-13,-1.3694639258302896
4508844CE,12,5,17,1145,825,1970,320,-0.04899879400332783,96,79,86,7,-0.7780972817389918
4508844CW,11,5,16,123,390,513,-267,-0.269118339599252,81,73,45,-28,-1.812988908898763
4508844NW,8,2,10,71,270,341,-199,-0.2436189714552608,51,42,31,-11,-1.3103272614211599
4508844SW,18,1,19,673,0,673,673,0.08337292592062656,78,27,73,46,0.37506767423903886
4508845CE,68,7,75,3096,378,3474,2718,0.8502289237803624,108,70,104,34,0.020247687784260192
4508845CW,6,1,7,61,0,61,61,-0.14612138737529437,30,9,29,20,-0.39370896307964826
4508845NE,11,2,13,90,0,90,90,-0.13524665684329812,40,13,40,27,-0.18673063764769404
4508845SW,9,2,11,196,0,196,196,-0.09549764179531181,60,21,55,34,0.020247687784260192
4508846CE,73,7,80,2552,870,3422,1682,0.46173855029249616,104,74,96,22,-0.3345722986705185
4508846CW,31,1,32,459,0,459,459,0.0031249144086542145,83,23,80,57,0.7003193284892527
4508846NE,8,5,13,171,0,171,171,-0.10487240949530857,66,39,56,17,-0.48241395969334294
4508846NW,5,1,6,20,0,20,20,-0.16149600640328907,26,17,17,0,-0.9850756071709461
4508846SE,7,1,8,96,0,96,96,-0.13299671259529888,44,24,37,13,-0.6006872885116025
4508846SW,15,1,16,242,0,242,242,-0.07824806922731775,90,29,88,59,0.7594559928983825
4508847CE,165,15,180,9672,2310,11982,7362,2.591685771731762,105,87,88,1,-0.9555072749663812
4508847NE,54,2,56,331,0,331,331,-0.04487389621532925,66,25,61,36,0.07938435219338998
4508847SE,21,1,22,409,0,409,409,-0.015624620991339325,75,7,75,68,1.0255709827394666
4508847SW,22,1,23,1395,0,1395,1395,0.35411621709653324,82,1,82,81,1.40995930139881
4508848CE,12,5,17,1167,2160,3327,-993,-0.5413615936071582,88,77,74,-3,-1.0737806037846407
4508851CE,66,9,75,2131,1470,3601,661,0.07887303742462812,123,90,113,23,-0.3050039664659536
4508851NW,25,1,26,942,0,942,942,0.1842454263725918,73,1,73,72,1.1438443115577261
4508851SE,27,1,28,245,30,275,215,-0.08837281834331426,60,27,57,30,-0.09802564103399937
4508851SW,40,3,43,596,150,746,446,-0.0017499647953441058,79,63,67,4,-0.8668022783526865
4508852CE,225,7,232,3845,1620,5465,2225,0.665358504736426,108,82,95,13,-0.6006872885116025
4508852SE,46,3,49,221,210,431,11,-0.1648709227752879,76,64,62,-2,-1.044212271580076
4508852SW,39,1,40,228,30,258,198,-0.09474766037931207,59,34,55,21,-0.36414063087508336
4508853CE,21,5,26,1282,1410,2692,-128,-0.21699463118726997,97,68,90,22,-0.3345722986705185
4508853NE,1,1,2,0,0,0,0,-0.1689958205632865,2,1,1,0,-0.9850756071709461
4508853SE,40,1,41,247,30,277,217,-0.08762283692731451,58,28,55,27,-0.18673063764769404
4508853SW,66,6,72,707,510,1217,197,-0.09512265108731194,88,75,75,0,-0.9850756071709461
4508854CE,16,4,20,1358,480,1838,878,0.16024602106060007,82,44,80,36,0.07938435219338998
4508854CW,19,4,23,101,510,611,-409,-0.32236702013523366,66,61,32,-29,-1.842557241103328
4508854NW,12,3,15,74,60,134,14,-0.1637459506512883,42,29,33,4,-0.8668022783526865
4508854SE,49,6,55,418,720,1138,-302,-0.2822430143792475,83,68,63,-5,-1.1329172681937705
4508854SW,31,3,34,215,0,215,215,-0.08837281834331426,63,39,58,19,-0.42327729528421315
4508855CE,62,5,67,1544,900,2444,644,0.07249819538863031,78,52,69,17,-0.48241395969334294
4508855CW,1,1,2,17,0,17,17,-0.16262097852728868,22,16,10,-6,-1.1624856003983355
4508855NE,31,2,33,200,0,200,200,-0.09399767896331232,36,21,31,10,-0.6893922851252972
4508855NW,61,7,68,482,1200,1682,-718,-0.43823914890719373,65,58,43,-15,-1.4286005902394194
4508855SE,2,2,4,15,0,15,15,-0.16337095994328843,46,45,15,-30,-1.8721255733078928
4508855SW,11,3,14,100,300,400,-200,-0.24399396216326066,69,52,46,-6,-1.1624856003983355
4508856CE,38,8,46,1221,750,1971,471,0.007624802904652664,102,66,92,26,-0.21629896985225894
4508856NE,46,2,48,373,0,373,373,-0.029124286479334675,68,11,64,53,0.5820459996709931
4508856NW,6,1,7,60,0,60,60,-0.14649637808329424,37,10,37,27,-0.18673063764769404
4508856SE,1,1,2,0,0,0,0,-0.1689958205632865,3,1,3,2,-0.9259389427618163
4508856SW,18,3,21,90,0,90,90,-0.13524665684329812,54,25,44,19,-0.42327729528421315
4508857CE,26,6,32,2158,675,2833,1483,0.38711539940052186,86,59,78,19,-0.42327729528421315
4508857CW,46,1,47,476,120,596,356,-0.035499128515332476,64,29,57,28,-0.15716230544312915
4508857SE,2,1,3,79,0,79,79,-0.1393715546312967,22,1,22,21,-0.36414063087508336
4508857SW,60,1,61,250,0,250,250,-0.07524814356331878,65,1,65,64,0.9072976539212069
4508858CE,112,6,118,4413,930,5343,3483,1.1370968154002636,117,77,107,30,-0.09802564103399937
4508858NE,2,1,3,0,0,0,0,-0.1689958205632865,5,2,3,1,-0.9555072749663812
4508858SW,6,1,7,50,0,50,50,-0.15024628516329294,41,5,36,31,-0.06845730882943447
4508861CE,52,5,57,1491,930,2421,561,0.04137396662464104,97,85,77,-8,-1.2216222648074653
4508861NE,13,1,14,169,0,169,169,-0.10562239091130832,52,1,51,50,0.49334100305729844
4508861NW,600,21,621,22429,5220,27649,17209,6.284219273406491,152,84,148,64,0.9072976539212069
4508861SE,11,2,13,82,0,82,82,-0.13824658250729707,33,2,32,30,-0.09802564103399937
4508862CE,49,6,55,2166,1080,3246,1086,0.2382440883245732,106,83,89,6,-0.8076656139435567
4508862CW,14,2,16,144,0,144,144,-0.11499715861130509,50,7,49,42,0.25679434542077934
4508862SE,15,1,16,182,0,182,182,-0.10074751170731,64,2,64,62,0.8481609895120771
4508862SW,8,1,9,135,0,135,135,-0.11837207498330392,34,1,33,32,-0.03888897662486959
4508863CE,23,25,48,2416,3660,6076,-1244,-0.6354842613151258,108,95,93,-2,-1.044212271580076
4508863CW,12,2,14,781,30,811,751,0.11262220114461649,59,24,52,28,-0.15716230544312915
4508863NE,12,1,13,276,0,276,276,-0.06549838515532214,45,1,44,43,0.28636267762534423
4508863SE,44,3,47,1271,150,1421,1121,0.2513687631045687,91,60,82,22,-0.3345722986705185
4508863SW,13,1,14,315,30,345,285,-0.0621234687833233,64,13,63,50,0.49334100305729844
4508864CE,44,4,48,2111,660,2771,1451,0.37511569674452605,98,82,86,4,-0.8668022783526865
4508864CW,14,1,15,288,0,288,288,-0.06099849665932369,63,8,59,51,0.5229093352618633
4508865CE,40,8,48,1626,2010,3636,-384,-0.3129922524352369,102,81,87,6,-0.8076656139435567
4508865CW,9,2,11,117,0,117,117,-0.12512190772730158,51,35,32,-3,-1.0737806037846407
4508865NE,5,1,6,50,0,50,50,-0.15024628516329294,23,14,16,2,-0.9259389427618163
4508865NW,5,2,7,37,0,37,37,-0.15512116436729126,36,28,20,-8,-1.2216222648074653
4508865SE,9,1,10,114,0,114,114,-0.1262468798513012,44,1,43,42,0.25679434542077934
4508865SW,8,2,10,66,0,66,66,-0.144246433835295,35,15,29,14,-0.5711189563070376
4508866CE,30,23,53,1434,8910,10344,-7476,-2.9724263535703206,97,76,77,1,-0.9555072749663812
4508866NE,12,2,14,205,0,205,205,-0.09212272542331297,44,17,42,25,-0.24586730205682383
4508866SW,37,1,38,284,0,284,284,-0.062498459491323176,52,5,50,45,0.34549934203447397
4508867CE,31,4,35,1905,0,1905,1905,0.5453614781764674,86,54,77,23,-0.3050039664659536
4508867NE,7,1,8,97,0,97,97,-0.132621721887299,29,13,27,14,-0.5711189563070376
4508867SW,11,1,12,39,0,39,39,-0.1543711829512915,30,10,23,13,-0.6006872885116025
4508868CE,34,13,47,1290,1320,2610,-30,-0.18024554180328262,99,84,80,-4,-1.1033489359892057
4508868CW,23,3,26,123,60,183,63,-0.14537140595929463,77,50,62,12,-0.6302556207161674
4508868NE,10,1,11,94,0,94,94,-0.13374669401129863,48,23,39,16,-0.5119822918979079
4508868NW,5,3,8,229,0,229,229,-0.08312294843131607,37,22,29,7,-0.7780972817389918
4508868SE,13,1,14,168,0,168,168,-0.10599738161930819,80,39,72,33,-0.009320644420304698
4508868SW,50,2,52,238,0,238,238,-0.07974803205931723,74,12,71,59,0.7594559928983825
4508871NW,15,3,18,321,0,321,321,-0.04862380329532796,71,3,70,67,0.9960026505349016
